Player,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Team,Start Date,End Date
Washington Sundar,4,2.0,0.0,21.0,12.0,10.5,28.0,75.0,0.0,0.0,0.0,1.0,0.0,India,2023-01-01,2023-02-01
Kuldeep Yadav,5,3.0,2.0,18.0,10.0,18.0,19.0,94.73,0.0,0.0,0.0,2.0,0.0,India,2023-01-01,2023-02-01
Mohammed Siraj,5,1.0,1.0,7.0,7.0,0.0,8.0,87.5,0.0,0.0,0.0,0.0,0.0,India,2023-01-01,2023-02-01
Mohammed Shami,5,2.0,2.0,6.0,4.0,0.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,India,2023-01-01,2023-02-01
Umran Malik,3,1.0,1.0,2.0,2.0,0.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,India,2023-01-01,2023-02-01
YS Chahal,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India,2023-01-01,2023-02-01
Mohammad Rizwan,3,3.0,1.0,182.0,77.0,91.0,210.0,86.66,0.0,2.0,0.0,14.0,1.0,Pakistan,2023-01-01,2023-02-01
Fakhar Zaman,3,3.0,0.0,157.0,101.0,52.33,203.0,77.33,1.0,1.0,1.0,17.0,1.0,Pakistan,2023-01-01,2023-02-01
Babar Azam,3,3.0,0.0,149.0,79.0,49.66,209.0,71.29,0.0,2.0,0.0,14.0,2.0,Pakistan,2023-01-01,2023-02-01
Agha Salman,3,3.0,1.0,83.0,45.0,41.5,75.0,110.66,0.0,0.0,0.0,6.0,2.0,Pakistan,2023-01-01,2023-02-01
Haris Sohail,3,3.0,0.0,64.0,32.0,21.33,69.0,92.75,0.0,0.0,0.0,3.0,2.0,Pakistan,2023-01-01,2023-02-01
Usama Mir,3,2.0,0.0,18.0,12.0,9.0,11.0,163.63,0.0,0.0,0.0,1.0,2.0,Pakistan,2023-01-01,2023-02-01
Imam-ul-Haq,2,2.0,0.0,17.0,11.0,8.5,26.0,65.38,0.0,0.0,0.0,3.0,0.0,Pakistan,2023-01-01,2023-02-01
Mohammad Wasim (1),3,2.0,0.0,17.0,10.0,8.5,20.0,85.0,0.0,0.0,0.0,1.0,0.0,Pakistan,2023-01-01,2023-02-01
Mohammad Nawaz (3),3,2.0,0.0,11.0,8.0,5.5,14.0,78.57,0.0,0.0,0.0,0.0,1.0,Pakistan,2023-01-01,2023-02-01
Mohammad Hasnain,1,1.0,1.0,4.0,4.0,0.0,2.0,200.0,0.0,0.0,0.0,1.0,0.0,Pakistan,2023-01-01,2023-02-01
Haris Rauf,3,2.0,1.0,1.0,1.0,1.0,4.0,25.0,0.0,0.0,1.0,0.0,0.0,Pakistan,2023-01-01,2023-02-01
Naseem Shah,2,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,2023-01-01,2023-02-01
Shan Masood,1,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,Pakistan,2023-01-01,2023-02-01
Kamran Ghulam,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,2023-01-01,2023-02-01
DP Conway,6,6.0,0.0,308.0,138.0,51.33,290.0,106.2,2.0,1.0,1.0,33.0,10.0,New Zealand,2023-01-01,2023-02-01
MG Bracewell,6,6.0,0.0,246.0,140.0,41.0,192.0,128.12,1.0,0.0,0.0,23.0,13.0,New Zealand,2023-01-01,2023-02-01
MJ Santner,6,6.0,0.0,191.0,57.0,31.83,188.0,101.59,0.0,1.0,0.0,18.0,4.0,New Zealand,2023-01-01,2023-02-01
KS Williamson,3,3.0,0.0,164.0,85.0,54.66,207.0,79.22,0.0,2.0,0.0,15.0,0.0,New Zealand,2023-01-01,2023-02-01
GD Phillips,6,6.0,1.0,155.0,63.0,31.0,182.0,85.16,0.0,1.0,0.0,10.0,6.0,New Zealand,2023-01-01,2023-02-01
DJ Mitchell,6,6.0,0.0,106.0,36.0,17.66,144.0,73.61,0.0,0.0,0.0,5.0,1.0,New Zealand,2023-01-01,2023-02-01
FH Allen,6,6.0,0.0,95.0,40.0,15.83,102.0,93.13,0.0,0.0,2.0,17.0,1.0,New Zealand,2023-01-01,2023-02-01
TWM Latham,6,6.0,0.0,85.0,42.0,14.16,141.0,60.28,0.0,0.0,1.0,7.0,0.0,New Zealand,2023-01-01,2023-02-01
HM Nicholls,3,3.0,0.0,62.0,42.0,20.66,91.0,68.13,0.0,0.0,0.0,6.0,2.0,New Zealand,2023-01-01,2023-02-01
LH Ferguson,6,5.0,2.0,17.0,8.0,5.66,34.0,50.0,0.0,0.0,0.0,1.0,0.0,New Zealand,2023-01-01,2023-02-01
TG Southee,3,3.0,2.0,15.0,15.0,15.0,16.0,93.75,0.0,0.0,1.0,1.0,0.0,New Zealand,2023-01-01,2023-02-01
IS Sodhi,2,2.0,0.0,7.0,7.0,3.5,31.0,22.58,0.0,0.0,1.0,0.0,0.0,New Zealand,2023-01-01,2023-02-01
BM Tickner,3,3.0,2.0,3.0,2.0,3.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,New Zealand,2023-01-01,2023-02-01
HB Shipley,3,3.0,1.0,2.0,2.0,1.0,11.0,18.18,0.0,0.0,2.0,0.0,0.0,New Zealand,2023-01-01,2023-02-01
JA Duffy,1,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,New Zealand,2023-01-01,2023-02-01
JC Buttler,3,3.0,1.0,261.0,131.0,130.5,250.0,104.4,1.0,1.0,0.0,18.0,10.0,England,2023-01-01,2023-02-01
DJ Malan,3,3.0,0.0,189.0,118.0,63.0,184.0,102.71,1.0,1.0,0.0,17.0,7.0,England,2023-01-01,2023-02-01
JJ Roy,3,3.0,0.0,123.0,113.0,41.0,117.0,105.12,1.0,0.0,0.0,12.0,4.0,England,2023-01-01,2023-02-01
MM Ali,3,3.0,0.0,103.0,51.0,34.33,85.0,121.17,0.0,1.0,0.0,9.0,5.0,England,2023-01-01,2023-02-01
HC Brook,3,3.0,0.0,86.0,80.0,28.66,87.0,98.85,0.0,1.0,1.0,8.0,4.0,England,2023-01-01,2023-02-01
SM Curran,3,3.0,0.0,56.0,28.0,18.66,43.0,130.23,0.0,0.0,0.0,1.0,5.0,England,2023-01-01,2023-02-01
AU Rashid,3,3.0,3.0,25.0,14.0,0.0,23.0,108.69,0.0,0.0,0.0,1.0,1.0,England,2023-01-01,2023-02-01
BM Duckett,3,3.0,0.0,23.0,20.0,7.66,42.0,54.76,0.0,0.0,1.0,1.0,0.0,England,2023-01-01,2023-02-01
CR Woakes,2,2.0,1.0,23.0,14.0,23.0,24.0,95.83,0.0,0.0,0.0,2.0,0.0,England,2023-01-01,2023-02-01
DJ Willey,1,1.0,0.0,8.0,8.0,8.0,9.0,88.88,0.0,0.0,0.0,2.0,0.0,England,2023-01-01,2023-02-01
OP Stone,2,1.0,0.0,1.0,1.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,England,2023-01-01,2023-02-01
JC Archer,2,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,England,2023-01-01,2023-02-01
RJW Topley,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,England,2023-01-01,2023-02-01
T Bavuma,3,3.0,0.0,180.0,109.0,60.0,157.0,114.64,1.0,0.0,0.0,23.0,3.0,South Africa,2023-01-01,2023-02-01
HE van der Dussen,3,3.0,0.0,154.0,111.0,51.33,163.0,94.47,1.0,0.0,0.0,9.0,2.0,South Africa,2023-01-01,2023-02-01
H Klaasen,3,3.0,0.0,137.0,80.0,45.66,113.0,121.23,0.0,1.0,0.0,10.0,4.0,South Africa,2023-01-01,2023-02-01
DA Miller,3,3.0,1.0,124.0,58.0,62.0,100.0,124.0,0.0,2.0,0.0,7.0,5.0,South Africa,2023-01-01,2023-02-01
AK Markram,3,3.0,0.0,101.0,49.0,33.66,97.0,104.12,0.0,0.0,0.0,5.0,4.0,South Africa,2023-01-01,2023-02-01
Q de Kock,2,2.0,0.0,68.0,37.0,34.0,69.0,98.55,0.0,0.0,0.0,9.0,2.0,South Africa,2023-01-01,2023-02-01
RR Hendricks,1,1.0,0.0,52.0,52.0,52.0,61.0,85.24,0.0,1.0,0.0,6.0,0.0,South Africa,2023-01-01,2023-02-01
M Jansen,2,2.0,1.0,44.0,32.0,44.0,41.0,107.31,0.0,0.0,0.0,3.0,1.0,South Africa,2023-01-01,2023-02-01
WD Parnell,3,2.0,0.0,36.0,34.0,18.0,33.0,109.09,0.0,0.0,0.0,3.0,1.0,South Africa,2023-01-01,2023-02-01
SSB Magala,2,2.0,1.0,7.0,5.0,7.0,10.0,70.0,0.0,0.0,0.0,1.0,0.0,South Africa,2023-01-01,2023-02-01
L Ngidi,2,1.0,1.0,5.0,5.0,0.0,2.0,250.0,0.0,0.0,0.0,1.0,0.0,South Africa,2023-01-01,2023-02-01
K Rabada,1,1.0,1.0,2.0,2.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,South Africa,2023-01-01,2023-02-01
T Shamsi,2,1.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,South Africa,2023-01-01,2023-02-01
KA Maharaj,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,2023-01-01,2023-02-01
A Nortje,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,2023-01-01,2023-02-01
Najmul Hossain Shanto,1,1.0,0.0,58.0,58.0,58.0,82.0,70.73,0.0,1.0,0.0,6.0,0.0,Bangladesh,2023-02-01,2023-03-01
Mahmudullah,1,1.0,0.0,31.0,31.0,31.0,48.0,64.58,0.0,0.0,0.0,3.0,0.0,Bangladesh,2023-02-01,2023-03-01
Tamim Iqbal,1,1.0,0.0,23.0,23.0,23.0,32.0,71.87,0.0,0.0,0.0,4.0,0.0,Bangladesh,2023-02-01,2023-03-01
Mushfiqur Rahim,1,1.0,0.0,16.0,16.0,16.0,34.0,47.05,0.0,0.0,0.0,0.0,1.0,Bangladesh,2023-02-01,2023-03-01
Taskin Ahmed,1,1.0,0.0,14.0,14.0,14.0,18.0,77.77,0.0,0.0,0.0,1.0,1.0,Bangladesh,2023-02-01,2023-03-01
Taijul Islam,1,1.0,0.0,10.0,10.0,10.0,13.0,76.92,0.0,0.0,0.0,1.0,0.0,Bangladesh,2023-02-01,2023-03-01
Afif Hossain,1,1.0,0.0,9.0,9.0,9.0,12.0,75.0,0.0,0.0,0.0,1.0,0.0,Bangladesh,2023-02-01,2023-03-01
Shakib Al Hasan,1,1.0,0.0,8.0,8.0,8.0,12.0,66.66,0.0,0.0,0.0,1.0,0.0,Bangladesh,2023-02-01,2023-03-01
Litton Das,1,1.0,0.0,7.0,7.0,7.0,15.0,46.66,0.0,0.0,0.0,0.0,1.0,Bangladesh,2023-02-01,2023-03-01
Mehidy Hasan Miraz,1,1.0,0.0,7.0,7.0,7.0,19.0,36.84,0.0,0.0,0.0,0.0,0.0,Bangladesh,2023-02-01,2023-03-01
Mustafizur Rahman,1,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,2023-02-01,2023-03-01
DJ Malan,2,2.0,1.0,232.0,118.0,232.0,259.0,89.57,2.0,0.0,0.0,15.0,10.0,England,2023-02-01,2023-03-01
JC Buttler,2,2.0,0.0,140.0,131.0,70.0,137.0,102.18,1.0,0.0,0.0,7.0,7.0,England,2023-02-01,2023-03-01
MM Ali,2,2.0,0.0,55.0,41.0,27.5,55.0,100.0,0.0,0.0,0.0,3.0,4.0,England,2023-02-01,2023-03-01
AU Rashid,2,2.0,2.0,28.0,17.0,0.0,34.0,82.35,0.0,0.0,0.0,1.0,1.0,England,2023-02-01,2023-03-01
WG Jacks,1,1.0,0.0,26.0,26.0,26.0,31.0,83.87,0.0,0.0,0.0,3.0,1.0,England,2023-02-01,2023-03-01
CR Woakes,2,2.0,1.0,16.0,9.0,16.0,19.0,84.21,0.0,0.0,0.0,1.0,0.0,England,2023-02-01,2023-03-01
PD Salt,1,1.0,0.0,12.0,12.0,12.0,19.0,63.15,0.0,0.0,0.0,1.0,0.0,England,2023-02-01,2023-03-01
SM Curran,1,1.0,0.0,11.0,11.0,11.0,5.0,220.0,0.0,0.0,0.0,0.0,1.0,England,2023-02-01,2023-03-01
HC Brook,1,1.0,0.0,6.0,6.0,6.0,9.0,66.66,0.0,0.0,0.0,1.0,0.0,England,2023-02-01,2023-03-01
JM Vince,1,1.0,0.0,6.0,6.0,6.0,9.0,66.66,0.0,0.0,0.0,1.0,0.0,England,2023-02-01,2023-03-01
JJ Roy,2,2.0,0.0,5.0,4.0,2.5,13.0,38.46,0.0,0.0,0.0,1.0,0.0,England,2023-02-01,2023-03-01
BM Duckett,1,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,England,2023-02-01,2023-03-01
JC Archer,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,England,2023-02-01,2023-03-01
RJW Topley,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,England,2023-02-01,2023-03-01
MA Wood,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,England,2023-02-01,2023-03-01
H Klaasen,1,1.0,0.0,80.0,80.0,80.0,62.0,129.03,0.0,1.0,0.0,7.0,2.0,South Africa,2023-02-01,2023-03-01
RR Hendricks,1,1.0,0.0,52.0,52.0,52.0,61.0,85.24,0.0,1.0,0.0,6.0,0.0,South Africa,2023-02-01,2023-03-01
AK Markram,1,1.0,0.0,39.0,39.0,39.0,35.0,111.42,0.0,0.0,0.0,1.0,2.0,South Africa,2023-02-01,2023-03-01
T Bavuma,1,1.0,0.0,35.0,35.0,35.0,27.0,129.62,0.0,0.0,0.0,5.0,1.0,South Africa,2023-02-01,2023-03-01
WD Parnell,1,1.0,0.0,34.0,34.0,34.0,29.0,117.24,0.0,0.0,0.0,3.0,1.0,South Africa,2023-02-01,2023-03-01
DA Miller,1,1.0,0.0,13.0,13.0,13.0,7.0,185.71,0.0,0.0,0.0,1.0,1.0,South Africa,2023-02-01,2023-03-01
M Jansen,1,1.0,0.0,12.0,12.0,12.0,12.0,100.0,0.0,0.0,0.0,2.0,0.0,South Africa,2023-02-01,2023-03-01
L Ngidi,1,1.0,1.0,5.0,5.0,0.0,2.0,250.0,0.0,0.0,0.0,1.0,0.0,South Africa,2023-02-01,2023-03-01
