Player,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Team,Start Date,End Date
JJ Bumrah,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-07-01,2022-08-01
YS Chahal,6,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-07-01,2022-08-01
Mohammed Shami,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-07-01,2022-08-01
Mohammed Siraj,4,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-07-01,2022-08-01
Nurul Hasan,3,3.0,4.0,2.0,2.0,2.0,0.0,2 (0ct 2st),1.333,Bangladesh,2022-07-01,2022-08-01
Afif Hossain,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2022-07-01,2022-08-01
Mahmudullah,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2022-07-01,2022-08-01
Mehidy Hasan Miraz,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2022-07-01,2022-08-01
Mosaddek Hossain,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Bangladesh,2022-07-01,2022-08-01
Tamim Iqbal,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2022-07-01,2022-08-01
Litton Das,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-07-01,2022-08-01
Mustafizur Rahman,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-07-01,2022-08-01
Nasum Ahmed,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-07-01,2022-08-01
Najmul Hossain Shanto,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-07-01,2022-08-01
Shoriful Islam,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-07-01,2022-08-01
Taijul Islam,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-07-01,2022-08-01
Taskin Ahmed,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-07-01,2022-08-01
MJ Guptill,4,4.0,5.0,5.0,0.0,0.0,5.0,3 (3ct 0st),1.25,New Zealand,2022-07-01,2022-08-01
TWM Latham,3,3.0,4.0,3.0,1.0,3.0,0.0,2 (2ct 0st),1.333,New Zealand,2022-07-01,2022-08-01
GD Phillips,4,4.0,4.0,4.0,0.0,0.0,4.0,1 (1ct 0st),1.0,New Zealand,2022-07-01,2022-08-01
BM Tickner,4,4.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),1.0,New Zealand,2022-07-01,2022-08-01
MG Bracewell,4,4.0,3.0,3.0,0.0,0.0,3.0,1 (1ct 0st),0.75,New Zealand,2022-07-01,2022-08-01
D Cleaver,1,1.0,2.0,2.0,0.0,2.0,0.0,2 (2ct 0st),2.0,New Zealand,2022-07-01,2022-08-01
FH Allen,4,4.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.25,New Zealand,2022-07-01,2022-08-01
MS Chapman,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,New Zealand,2022-07-01,2022-08-01
MJ Henry,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,New Zealand,2022-07-01,2022-08-01
WA Young,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,New Zealand,2022-07-01,2022-08-01
JA Duffy,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-07-01,2022-08-01
LH Ferguson,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-07-01,2022-08-01
DJ Mitchell,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-07-01,2022-08-01
HM Nicholls,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-07-01,2022-08-01
MJ Santner,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-07-01,2022-08-01
IS Sodhi,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-07-01,2022-08-01
JC Buttler,6,6.0,7.0,6.0,1.0,6.0,0.0,3 (3ct 0st),1.166,England,2022-07-01,2022-08-01
JJ Roy,6,6.0,4.0,4.0,0.0,0.0,4.0,1 (1ct 0st),0.666,England,2022-07-01,2022-08-01
JM Bairstow,6,6.0,3.0,3.0,0.0,0.0,3.0,1 (1ct 0st),0.5,England,2022-07-01,2022-08-01
LS Livingstone,6,6.0,3.0,3.0,0.0,0.0,3.0,1 (1ct 0st),0.5,England,2022-07-01,2022-08-01
BA Stokes,4,4.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.5,England,2022-07-01,2022-08-01
SM Curran,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,England,2022-07-01,2022-08-01
AU Rashid,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,England,2022-07-01,2022-08-01
JE Root,6,6.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.166,England,2022-07-01,2022-08-01
MM Ali,6,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2022-07-01,2022-08-01
BA Carse,4,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2022-07-01,2022-08-01
C Overton,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2022-07-01,2022-08-01
MJ Potts,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2022-07-01,2022-08-01
PD Salt,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2022-07-01,2022-08-01
RJW Topley,5,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2022-07-01,2022-08-01
DJ Willey,5,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2022-07-01,2022-08-01
D Pretorius,3,2.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),2.0,South Africa,2022-07-01,2022-08-01
DA Miller,3,2.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.5,South Africa,2022-07-01,2022-08-01
Q de Kock,3,2.0,2.0,2.0,0.0,2.0,0.0,1 (1ct 0st),1.0,South Africa,2022-07-01,2022-08-01
H Klaasen,3,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,South Africa,2022-07-01,2022-08-01
AK Markram,3,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,South Africa,2022-07-01,2022-08-01
A Nortje,3,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,South Africa,2022-07-01,2022-08-01
T Shamsi,3,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,South Africa,2022-07-01,2022-08-01
KA Maharaj,3,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-07-01,2022-08-01
JN Malan,3,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-07-01,2022-08-01
L Ngidi,3,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-07-01,2022-08-01
AL Phehlukwayo,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-07-01,2022-08-01
HE van der Dussen,3,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-07-01,2022-08-01
SV Samson,3,3.0,5.0,5.0,0.0,5.0,0.0,3 (3ct 0st),1.666,India,2022-08-01,2022-09-01
Shubman Gill,3,3.0,5.0,5.0,0.0,0.0,5.0,2 (2ct 0st),1.666,India,2022-08-01,2022-09-01
S Dhawan,3,3.0,4.0,4.0,0.0,0.0,4.0,2 (2ct 0st),1.333,India,2022-08-01,2022-09-01
Ishan Kishan,3,3.0,2.0,1.0,1.0,0.0,1.0,1 (1ct 0st),0.666,India,2022-08-01,2022-09-01
AR Patel,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2022-08-01,2022-09-01
KL Rahul,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2022-08-01,2022-09-01
Avesh Khan,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-08-01,2022-09-01
DL Chahar,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-08-01,2022-09-01
DJ Hooda,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-08-01,2022-09-01
Kuldeep Yadav,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-08-01,2022-09-01
Mohammed Siraj,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-08-01,2022-09-01
M Prasidh Krishna,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-08-01,2022-09-01
SN Thakur,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-08-01,2022-09-01
Mohammad Rizwan,2,2.0,3.0,3.0,0.0,3.0,0.0,3 (3ct 0st),1.5,Pakistan,2022-08-01,2022-09-01
Babar Azam,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,Pakistan,2022-08-01,2022-09-01
Fakhar Zaman,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,Pakistan,2022-08-01,2022-09-01
Mohammad Haris,1,1.0,2.0,2.0,0.0,2.0,0.0,2 (2ct 0st),2.0,Pakistan,2022-08-01,2022-09-01
Mohammad Nawaz (3),3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,Pakistan,2022-08-01,2022-09-01
Agha Salman,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Pakistan,2022-08-01,2022-09-01
Khushdil Shah,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Pakistan,2022-08-01,2022-09-01
Naseem Shah,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Pakistan,2022-08-01,2022-09-01
Abdullah Shafique,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-08-01,2022-09-01
Haris Rauf,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-08-01,2022-09-01
Imam-ul-Haq,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-08-01,2022-09-01
Mohammad Wasim (1),3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-08-01,2022-09-01
Shadab Khan,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-08-01,2022-09-01
Shahnawaz Dahani,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-08-01,2022-09-01
Zahid Mahmood,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pakistan,2022-08-01,2022-09-01
Mushfiqur Rahim,3,3.0,4.0,3.0,1.0,3.0,0.0,2 (2ct 0st),1.333,Bangladesh,2022-08-01,2022-09-01
Mehidy Hasan Miraz,3,3.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.666,Bangladesh,2022-08-01,2022-09-01
Afif Hossain,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2022-08-01,2022-09-01
Anamul Haque,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2022-08-01,2022-09-01
Mosaddek Hossain,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Bangladesh,2022-08-01,2022-09-01
Shoriful Islam,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Bangladesh,2022-08-01,2022-09-01
Tamim Iqbal,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Bangladesh,2022-08-01,2022-09-01
Ebadot Hossain,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-08-01,2022-09-01
Hasan Mahmud,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-08-01,2022-09-01
Litton Das,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-08-01,2022-09-01
Mahmudullah,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-08-01,2022-09-01
Mustafizur Rahman,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-08-01,2022-09-01
Najmul Hossain Shanto,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-08-01,2022-09-01
Taijul Islam,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-08-01,2022-09-01
Taskin Ahmed,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bangladesh,2022-08-01,2022-09-01
TWM Latham,3,3.0,3.0,3.0,0.0,3.0,0.0,2 (2ct 0st),1.0,New Zealand,2022-08-01,2022-09-01
FH Allen,3,3.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.666,New Zealand,2022-08-01,2022-09-01
DJ Mitchell,3,3.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.666,New Zealand,2022-08-01,2022-09-01
MJ Santner,3,3.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.666,New Zealand,2022-08-01,2022-09-01
TA Boult,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,New Zealand,2022-08-01,2022-09-01
MG Bracewell,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,New Zealand,2022-08-01,2022-09-01
LH Ferguson,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,New Zealand,2022-08-01,2022-09-01
MJ Guptill,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,New Zealand,2022-08-01,2022-09-01
TG Southee,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,New Zealand,2022-08-01,2022-09-01
KS Williamson,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,New Zealand,2022-08-01,2022-09-01
DP Conway,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-08-01,2022-09-01
JDS Neesham,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-08-01,2022-09-01
GD Phillips,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-08-01,2022-09-01
AT Carey,2,2.0,2.0,2.0,0.0,2.0,0.0,2 (2ct 0st),1.0,Australia,2022-08-01,2022-09-01
GJ Maxwell,2,2.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),1.0,Australia,2022-08-01,2022-09-01
MA Starc,2,2.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),1.0,Australia,2022-08-01,2022-09-01
A Zampa,2,2.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),1.0,Australia,2022-08-01,2022-09-01
C Green,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Australia,2022-08-01,2022-09-01
JR Hazlewood,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Australia,2022-08-01,2022-09-01
MR Marsh,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Australia,2022-08-01,2022-09-01
SPD Smith,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Australia,2022-08-01,2022-09-01
MP Stoinis,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Australia,2022-08-01,2022-09-01
AC Agar,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-08-01,2022-09-01
AJ Finch,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-08-01,2022-09-01
DA Warner,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-08-01,2022-09-01
TA Boult,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,New Zealand,2022-09-01,2022-10-01
TWM Latham,3,3.0,2.0,1.0,1.0,1.0,0.0,1 (1ct 0st),0.666,New Zealand,2022-09-01,2022-10-01
JDS Neesham,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,New Zealand,2022-09-01,2022-10-01
MJ Santner,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,New Zealand,2022-09-01,2022-10-01
KS Williamson,3,3.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.666,New Zealand,2022-09-01,2022-10-01
MG Bracewell,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,New Zealand,2022-09-01,2022-10-01
MJ Guptill,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,New Zealand,2022-09-01,2022-10-01
MJ Henry,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,New Zealand,2022-09-01,2022-10-01
DJ Mitchell,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,New Zealand,2022-09-01,2022-10-01
FH Allen,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-09-01,2022-10-01
DP Conway,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-09-01,2022-10-01
LH Ferguson,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-09-01,2022-10-01
GD Phillips,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-09-01,2022-10-01
TG Southee,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-09-01,2022-10-01
SPD Smith,4,4.0,6.0,6.0,0.0,0.0,6.0,3 (3ct 0st),1.5,Australia,2022-09-01,2022-10-01
AT Carey,4,4.0,5.0,4.0,1.0,4.0,0.0,2 (2ct 0st),1.25,Australia,2022-09-01,2022-10-01
AJ Finch,4,4.0,3.0,3.0,0.0,0.0,3.0,3 (3ct 0st),0.75,Australia,2022-09-01,2022-10-01
C Green,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,Australia,2022-09-01,2022-10-01
GJ Maxwell,4,4.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.5,Australia,2022-09-01,2022-10-01
MA Starc,4,4.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.5,Australia,2022-09-01,2022-10-01
A Zampa,4,4.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.5,Australia,2022-09-01,2022-10-01
SA Abbott,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,Australia,2022-09-01,2022-10-01
AC Agar,1,1.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),1.0,Australia,2022-09-01,2022-10-01
JR Hazlewood,4,4.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.25,Australia,2022-09-01,2022-10-01
M Labuschagne,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Australia,2022-09-01,2022-10-01
DA Warner,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,Australia,2022-09-01,2022-10-01
JP Inglis,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-09-01,2022-10-01
MP Stoinis,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Australia,2022-09-01,2022-10-01
Avesh Khan,3,3.0,3.0,3.0,0.0,0.0,3.0,3 (3ct 0st),1.0,India,2022-10-01,2022-11-01
SS Iyer,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,India,2022-10-01,2022-11-01
S Dhawan,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2022-10-01,2022-11-01
Mohammed Siraj,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,India,2022-10-01,2022-11-01
Shahbaz Ahmed,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,India,2022-10-01,2022-11-01
SV Samson,3,3.0,1.0,1.0,0.0,1.0,0.0,1 (1ct 0st),0.333,India,2022-10-01,2022-11-01
RD Gaikwad,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-10-01,2022-11-01
Ishan Kishan,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-10-01,2022-11-01
Kuldeep Yadav,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-10-01,2022-11-01
Ravi Bishnoi,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-10-01,2022-11-01
Shubman Gill,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-10-01,2022-11-01
SN Thakur,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-10-01,2022-11-01
Washington Sundar,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-10-01,2022-11-01
T Bavuma,1,1.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),2.0,South Africa,2022-10-01,2022-11-01
Q de Kock,3,3.0,2.0,1.0,1.0,1.0,0.0,1 (1ct 0st),0.666,South Africa,2022-10-01,2022-11-01
K Rabada,2,2.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),1.0,South Africa,2022-10-01,2022-11-01
RR Hendricks,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,South Africa,2022-10-01,2022-11-01
KA Maharaj,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,South Africa,2022-10-01,2022-11-01
JN Malan,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,South Africa,2022-10-01,2022-11-01
BC Fortuin,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-10-01,2022-11-01
M Jansen,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-10-01,2022-11-01
H Klaasen,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-10-01,2022-11-01
AK Markram,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-10-01,2022-11-01
DA Miller,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-10-01,2022-11-01
L Ngidi,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-10-01,2022-11-01
A Nortje,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-10-01,2022-11-01
WD Parnell,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-10-01,2022-11-01
AL Phehlukwayo,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-10-01,2022-11-01
T Shamsi,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,South Africa,2022-10-01,2022-11-01
RR Pant,3,2.0,2.0,2.0,0.0,2.0,0.0,2 (2ct 0st),1.0,India,2022-11-01,2022-12-01
SA Yadav,3,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,India,2022-11-01,2022-12-01
Arshdeep Singh,3,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-11-01,2022-12-01
YS Chahal,3,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-11-01,2022-12-01
DL Chahar,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-11-01,2022-12-01
S Dhawan,3,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-11-01,2022-12-01
DJ Hooda,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-11-01,2022-12-01
SS Iyer,3,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-11-01,2022-12-01
SV Samson,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-11-01,2022-12-01
Shubman Gill,3,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-11-01,2022-12-01
SN Thakur,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-11-01,2022-12-01
Umran Malik,3,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-11-01,2022-12-01
Washington Sundar,3,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,India,2022-11-01,2022-12-01
DP Conway,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,New Zealand,2022-11-01,2022-12-01
TWM Latham,3,3.0,3.0,3.0,0.0,3.0,0.0,2 (2ct 0st),1.0,New Zealand,2022-11-01,2022-12-01
TG Southee,3,3.0,3.0,3.0,0.0,0.0,3.0,3 (3ct 0st),1.0,New Zealand,2022-11-01,2022-12-01
FH Allen,3,3.0,2.0,2.0,0.0,0.0,2.0,2 (2ct 0st),0.666,New Zealand,2022-11-01,2022-12-01
GD Phillips,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,New Zealand,2022-11-01,2022-12-01
LH Ferguson,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,New Zealand,2022-11-01,2022-12-01
MJ Santner,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,New Zealand,2022-11-01,2022-12-01
MG Bracewell,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-11-01,2022-12-01
MJ Henry,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-11-01,2022-12-01
AF Milne,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-11-01,2022-12-01
DJ Mitchell,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-11-01,2022-12-01
KS Williamson,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,New Zealand,2022-11-01,2022-12-01
PD Salt,3,3.0,3.0,3.0,0.0,0.0,3.0,2 (2ct 0st),1.0,England,2022-11-01,2022-12-01
SW Billings,3,3.0,2.0,1.0,1.0,0.0,1.0,1 (1ct 0st),0.666,England,2022-11-01,2022-12-01
JC Buttler,2,2.0,2.0,2.0,0.0,2.0,0.0,1 (1ct 0st),1.0,England,2022-11-01,2022-12-01
LA Dawson,3,3.0,2.0,2.0,0.0,0.0,2.0,1 (1ct 0st),0.666,England,2022-11-01,2022-12-01
MM Ali,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,England,2022-11-01,2022-12-01
JJ Roy,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,England,2022-11-01,2022-12-01
JM Vince,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,England,2022-11-01,2022-12-01
DJ Willey,3,3.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.333,England,2022-11-01,2022-12-01
CR Woakes,2,2.0,1.0,1.0,0.0,0.0,1.0,1 (1ct 0st),0.5,England,2022-11-01,2022-12-01
SM Curran,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2022-11-01,2022-12-01
CJ Jordan,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2022-11-01,2022-12-01
DJ Malan,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,England,2022-11-01,2022-12-01
